"title","price","discount","developer","publisher","release_date","valoration","reviews","stock","descarga","f2p","initial_price","DLC","genre1","genre2","multiplayer","indie","year","month","day"
"Assetto Corsa Competizione - 2023 GT World Challenge Pack",9.99,23,"Kunos Simulazioni","505 Games","2023-04-19",10,1,1,"Descarga digital",0,12.974025974026,TRUE,"Carreras","Simulación",FALSE,TRUE,2023,4,19
"Ravenswatch",13.89,31,"Passtech Games","Nacon","2023-04-06",9,0,1,"Descarga digital",0,20.1304347826087,FALSE,"Acción","Aventura",FALSE,FALSE,2023,4,6
"Dredge",19.09,24,"Black Salt Games","Team17","2023-03-30",10,16,1,"Descarga digital",0,25.1184210526316,FALSE,"Aventura","RPG",FALSE,FALSE,2023,3,30
"Europa Universalis IV: Domination - Europe",14.49,28,"Paradox Tinto","Paradox Interactive","2023-04-18",10,0,1,"Descarga digital",0,20.125,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,4,18
"The Last of Us Part I",36.87,39,"Naughty Dog LLC","PlayStation PC LLC","2023-03-28",6,211,1,"Descarga digital",0,60.4426229508197,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,28
"Total War: Warhammer III - Forge of the Chaos Dwarfs - Europe",18.99,24,"Feral Interactive","SEGA","2023-04-13",10,2,1,"Descarga digital",0,24.9868421052632,TRUE,"Acción","Estrategia",FALSE,FALSE,2023,4,13
"Hogwarts Legacy Deluxe Edition - Europe",48.49,31,"Avalanche Software","Warner Bros. Games","2023-02-10",10,517,1,"Descarga digital",0,70.2753623188406,FALSE,"Acción","Aventura",FALSE,FALSE,2023,2,10
"Smalland: Survive the Wilds",19.16,23,"Merge Games","Merge Games","2023-03-29",10,3,1,"Descarga digital",0,24.8831168831169,FALSE,"Acción","Aventura",FALSE,TRUE,2023,3,29
"Hogwarts Legacy - Europe",41.29,31,"Avalanche Software","Warner Bros. Games","2023-02-10",10,517,1,"Descarga digital",0,59.8405797101449,FALSE,"Acción","Aventura",FALSE,FALSE,2023,2,10
"Football Manager 2023 - Europe",33.94,43,"Sports Interactive","SEGA","2022-11-08",7,8,1,"Descarga digital",0,59.5438596491228,FALSE,"Simulación","Deporte",FALSE,FALSE,2022,11,8
"Marvel’s Spider-Man: Miles Morales",21.39,57,"Nixxes Software","PlayStation PC LLC","2022-11-18",10,59,1,"Descarga digital",0,49.7441860465116,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,18
"House Flipper - Farm DLC",10.49,29,"Frozen Way","Frozen Way","2023-04-13",9,0,1,"Descarga digital",0,14.7746478873239,TRUE,"Simulación","Simulación",FALSE,TRUE,2023,4,13
"Planet Zoo: Tropical Pack",6.09,39,"Frontier Developments","Frontier Developments","2023-04-04",10,1,1,"Descarga digital",0,9.98360655737705,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,4,4
"Resident Evil 4 - Europe",42.19,30,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-03-24",10,150,1,"Descarga digital",0,60.2714285714286,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,24
"Resident Evil 4 Deluxe Edition - Europe",47.89,32,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-03-24",10,150,1,"Descarga digital",0,70.4264705882353,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,24
"Deceive Inc. - Europe",13.05,35,"Sweet Bandits Studios","Tripwire Presents","2023-03-21",10,3,1,"Descarga digital",0,20.0769230769231,FALSE,"Acción","Estrategia",TRUE,TRUE,2023,3,21
"Mount & Blade II: Bannerlord",29.48,41,"TaleWorlds Entertainment","TaleWorlds Entertainment","2022-10-25",9,103,1,"Descarga digital",0,49.9661016949153,FALSE,"Acción","RPG",FALSE,TRUE,2022,10,25
"WRC Generations Fully Loaded Edition",12.25,75,"KT Racing","Nacon","2022-11-03",8,28,1,"Descarga digital",0,49,FALSE,"Carreras","Simulación",FALSE,FALSE,2022,11,3
"Destiny 2: Eclipse + Pase anual",52.65,47,"Bungie","Bungie","2023-02-28",8,31,1,"Descarga digital",0,99.3396226415094,TRUE,"Acción","Aventura",FALSE,FALSE,2023,2,28
"Destiny 2 Legacy Collection (2023) - Europe",23.18,61,"Bungie","Bungie","2023-02-28",9,5,1,"Descarga digital",0,59.4358974358974,TRUE,"Acción","Aventura",FALSE,FALSE,2023,2,28
"Planet Zoo: Grasslands Animal Pack",4.19,58,"Frontier Developments","Frontier Developments","2022-12-13",10,6,1,"Descarga digital",0,9.97619047619048,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,12,13
"Dredge Digital Deluxe Edition",26.49,24,"Black Salt Games","Team17","2023-03-30",10,16,1,"Descarga digital",0,34.8552631578947,FALSE,"Aventura","RPG",FALSE,FALSE,2023,3,30
"Starsand",1,94,"Tunnel Vision Studio","Toplitz Productions","2022-11-17",7,5,1,"Descarga digital",0,16.6666666666667,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,17
"Sifu",23.99,40,"Sloclap","Kepler Interactive","2023-03-28",10,27,1,"Descarga digital",0,39.9833333333333,FALSE,"Acción","Acción",FALSE,TRUE,2023,3,28
"Deceive Inc. Black Tie Edition - Europe",18.67,38,"Sweet Bandits Studios","Tripwire Presents","2023-03-21",10,3,1,"Descarga digital",0,30.1129032258065,FALSE,"Acción","Estrategia",TRUE,TRUE,2023,3,21
"Total War: Warhammer III - Forge of the Chaos Dwarfs",18.99,24,"Feral Interactive","SEGA","2023-04-13",10,2,1,"Descarga digital",0,24.9868421052632,TRUE,"Acción","Estrategia",FALSE,FALSE,2023,4,13
"Undisputed",22.51,25,"Steel City Interactive","Steel City Interactive","2023-01-31",9,16,1,"Descarga digital",0,30.0133333333333,FALSE,"Acción","Simulación",FALSE,TRUE,2023,1,31
"Frozen Flame",10.84,64,"Dreamside Interactive","Ravenage Games","2022-11-17",9,8,1,"Descarga digital",0,30.1111111111111,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,17
"The Last of Us Part I Digital Deluxe Edition",44.05,37,"Naughty Dog LLC","PlayStation PC LLC","2023-03-28",6,211,1,"Descarga digital",0,69.9206349206349,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,28
"Stellaris: First Contact Story Pack",9.89,34,"Paradox Arctic","Paradox Interactive","2023-03-14",10,1,1,"Descarga digital",0,14.9848484848485,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,3,14
"Potion Craft: Alchemist Simulator",4.83,61,"niceplay games","tinyBuild","2022-12-13",10,36,1,"Descarga digital",0,12.3846153846154,FALSE,"Simulación","Simulación",FALSE,TRUE,2022,12,13
"WWE 2K23 - Europe",42.82,29,"Visual Concepts","2K","2023-03-16",7,6,1,"Descarga digital",0,60.3098591549296,FALSE,"Simulación","Deporte",FALSE,FALSE,2023,3,16
"Resident Evil Village Gold Edition",23.32,53,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2022-10-28",9,194,1,"Descarga digital",0,49.6170212765957,FALSE,"Acción","Acción",FALSE,FALSE,2022,10,28
"Have a Nice Death",19.55,22,"Magic Design Studios","Gearbox Publishing","2023-03-22",10,2,1,"Descarga digital",0,25.0641025641026,FALSE,"Acción","Acción",FALSE,TRUE,2023,3,22
"Company of Heroes 3 - Europe",31.2,48,"Relic Entertainment","SEGA","2023-02-23",7,29,1,"Descarga digital",0,60,FALSE,"Acción","Estrategia",FALSE,FALSE,2023,2,23
"Destiny 2: Eclipse",34.96,30,"Bungie","Bungie","2023-02-28",8,31,1,"Descarga digital",0,49.9428571428571,TRUE,"Acción","Aventura",FALSE,FALSE,2023,2,28
"Atomic Heart",40.6,32,"Mundfish","4Divinity","2023-02-20",9,42,1,"Descarga digital",0,59.7058823529412,FALSE,"Acción","Aventura",FALSE,FALSE,2023,2,20
"Police Simulator: Patrol Officers",19.71,34,"Aesir Interactive","astragon Entertainment","2022-11-10",8,43,1,"Descarga digital",0,29.8636363636364,FALSE,"Simulación","Simulación",FALSE,FALSE,2022,11,10
"Barotrauma",17.53,50,"Undertow Games","Daedalic Entertainment","2023-03-13",10,17,1,"Descarga digital",0,35.06,FALSE,"Acción","Simulación",FALSE,TRUE,2023,3,13
"Rain World: Downpour",4.9,67,"Videocult","Akupara Games","2023-01-19",10,2,1,"Descarga digital",0,14.8484848484848,TRUE,"Acción","Aventura",FALSE,TRUE,2023,1,19
"Warhammer 40,000: Darktide",25.35,37,"Fatshark","Fatshark","2022-11-30",6,15,1,"Descarga digital",0,40.2380952380952,FALSE,"Acción","Aventura",TRUE,TRUE,2022,11,30
"Octopath Traveler 2",43.67,27,"ACQUIRE Corp.","Square Enix","2023-02-24",10,6,1,"Descarga digital",0,59.8219178082192,FALSE,"RPG","RPG",FALSE,FALSE,2023,2,24
"Solasta: Crown of the Magister - Inner Strength",4.45,44,"Tactical Adventures","Tactical Adventures","2022-11-14",9,0,1,"Descarga digital",0,7.94642857142857,TRUE,"Aventura","RPG",FALSE,TRUE,2022,11,14
"Stray Blade",21.99,37,"Point Blank Games","505 Games","2023-04-20",10,2,1,"Descarga digital",0,34.9047619047619,FALSE,"Acción","Aventura",FALSE,FALSE,2023,4,20
"Storyteller",10.55,25,"Daniel Benmergui","Annapurna Interactive","2023-03-23",10,4,1,"Descarga digital",0,14.0666666666667,FALSE,"Aventura","Aventura",FALSE,FALSE,2023,3,23
"Farming Simulator 22 - Year 2 Season Pass",24.16,40,"Giants Software","Giants Software","2022-12-05",10,3,1,"Descarga digital",0,40.2666666666667,TRUE,"Simulación","Simulación",FALSE,FALSE,2022,12,5
"Sackboy Una aventura a lo grande",24.16,60,"Sumo Digital","PlayStation PC LLC","2022-10-27",8,9,1,"Descarga digital",0,60.4,FALSE,"Aventura","Aventura",FALSE,FALSE,2022,10,27
"Jurassic World Evolution 2: Dominion Malta Expansion",11.99,40,"Frontier Developments","Frontier Developments","2022-12-08",10,3,1,"Descarga digital",0,19.9833333333333,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,12,8
"Kerbal Space Program 2 - Europe",36.9,26,"Intercept Games","Private Division","2023-02-24",8,17,1,"Descarga digital",0,49.8648648648649,FALSE,"Simulación","Simulación",FALSE,TRUE,2023,2,24
"Cities: Skylines - Content Creator Pack: Shopping Malls",4.99,17,"KingLeno","Paradox Interactive","2023-03-22",10,0,1,"Descarga digital",0,6.01204819277108,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,3,22
"Cities: Skylines - Content Creator Pack: Sports Venues",4.99,17,"BadPeanut","Paradox Interactive","2023-03-22",8,0,1,"Descarga digital",0,6.01204819277108,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,3,22
"The Great War: Western Front",24.23,31,"Petroglyph Games","Frontier Foundry","2023-03-30",10,2,1,"Descarga digital",0,35.1159420289855,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2023,3,30
"Cities: Skylines - Financial Districts",6.56,18,"Colossal Order Ltd.","Paradox Interactive","2022-12-13",10,1,1,"Descarga digital",0,8,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,12,13
"Chef Life - A Restaurant Simulator Al Forno Edition",23.63,41,"Cyanide","Nacon","2023-02-23",10,3,1,"Descarga digital",0,40.0508474576271,FALSE,"Simulación","Simulación",FALSE,FALSE,2023,2,23
"ZERO Sievert",16.23,19,"CABO Studio","Modern Wolf","2022-11-15",8,3,1,"Descarga digital",0,20.037037037037,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,15
"Jurassic World Evolution 2: Feathered Species Pack",6.06,24,"Frontier Developments","Frontier Developments","2023-03-30",2,0,1,"Descarga digital",0,7.97368421052632,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,3,30
"Stranger of Paradise Final Fantasy Origin",32.74,18,"KOEI TECMO GAMES CO., LTD.","Square Enix","2023-04-06",9,5,1,"Descarga digital",0,39.9268292682927,FALSE,"Acción","Aventura",FALSE,FALSE,2023,4,6
"Cities: Skylines - Content Creator Pack: Skyscrapers",4.49,25,"Feindbold","Paradox Interactive","2022-11-15",2,0,1,"Descarga digital",0,5.98666666666667,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,11,15
"Farming Simulator 22 - Platinum Expansion",12.28,39,"Giants Software","Giants Software","2022-11-14",10,1,1,"Descarga digital",0,20.1311475409836,TRUE,"Simulación","Simulación",FALSE,FALSE,2022,11,14
"Dead Cells: Return to Castlevania",6.76,32,"Evil Empire","Motion Twin","2023-03-06",10,0,1,"Descarga digital",0,9.94117647058824,TRUE,"Acción","Acción",FALSE,TRUE,2023,3,6
"Boundary",13.99,42,"Studio Surgical Scalpels","Skystone Games","2023-04-13",10,1,1,"Descarga digital",0,24.1206896551724,FALSE,"Acción","Acción",TRUE,FALSE,2023,4,13
"Returnal",40.43,33,"Housemarque","PlayStation PC LLC","2023-02-15",9,18,1,"Descarga digital",0,60.3432835820896,FALSE,"Acción","Acción",FALSE,FALSE,2023,2,15
"TerraScape",9.17,29,"Bitfall Studios","Toplitz Productions","2023-04-05",10,0,1,"Descarga digital",0,12.9154929577465,FALSE,"Simulación","Estrategia",FALSE,TRUE,2023,4,5
"Elderand",6.93,64,"Sinergia Games","Graffiti Games","2023-02-16",8,0,1,"Descarga digital",0,19.25,FALSE,"Acción","Aventura",FALSE,TRUE,2023,2,16
"Forspoken - Europe",44.38,45,"Luminous Productions","Square Enix","2023-01-24",6,65,1,"Descarga digital",0,80.6909090909091,FALSE,"Acción","Aventura",FALSE,FALSE,2023,1,24
"X4: Kingdom End",12.99,13,"Egosoft","Egosoft","2023-04-12",8,0,1,"Descarga digital",0,14.9310344827586,TRUE,"Acción","Simulación",FALSE,FALSE,2023,4,12
"Mega Man Battle Network Legacy Collection (Vol.1 + Vol.2)",42.99,28,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-04-14",10,0,1,"Descarga digital",0,59.7083333333333,FALSE,"Acción","RPG",TRUE,FALSE,2023,4,14
"Victoria 3",31.3,37,"Paradox Development Studio","Paradox Interactive","2022-10-25",10,9,1,"Descarga digital",0,49.6825396825397,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,10,25
"Dragon Ball Xenoverse 2 - Hero of Justice Pack Set",14.11,17,"QLOC","BANDAI NAMCO Entertainment","2022-11-10",10,0,1,"Descarga digital",0,17,TRUE,"Acción","Aventura",FALSE,FALSE,2022,11,10
"Pase de líder de Civilization VI",12.83,36,"Aspyr (Mac)","2K","2022-11-21",10,0,1,"Descarga digital",0,20.046875,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2022,11,21
"Ixion - Europe",20.77,39,"Bulwark Studios","Kasedo Games","2022-12-07",10,16,1,"Descarga digital",0,34.0491803278689,FALSE,"Simulación","Estrategia",FALSE,TRUE,2022,12,7
"Redfall Bite Back Edition",72.99,27,"Arkane Austin","Bethesda Softworks","2023-05-02",9,0,0,"No",0,99.986301369863,FALSE,"Acción","Aventura",FALSE,FALSE,2023,5,2
"Hello Neighbor 2 - Europe",11.5,71,"Eerie Guest","tinyBuild","2022-12-06",8,9,1,"Descarga digital",0,39.6551724137931,FALSE,"Aventura","Estrategia",FALSE,TRUE,2022,12,6
"Redfall",51.89,26,"Arkane Austin","Bethesda Softworks","2023-05-02",10,0,0,"No",0,70.1216216216216,FALSE,"Acción","Aventura",FALSE,FALSE,2023,5,2
"Digimon World: Next Order",38.41,23,"HYDE, Inc.","BANDAI NAMCO Entertainment","2023-02-21",8,4,1,"Descarga digital",0,49.8831168831169,FALSE,"RPG","Simulación",FALSE,FALSE,2023,2,21
"Need for Speed Unbound",38.5,45,"Criterion Games","Electronic Arts","2022-12-02",6,103,1,"Descarga digital",0,70,FALSE,"Acción","Carreras",FALSE,FALSE,2022,12,2
"Cities: Skylines - Content Creator Pack: Map Pack 2",4.43,26,"Sidai","Paradox Interactive","2022-12-13",10,2,1,"Descarga digital",0,5.98648648648649,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,12,13
"Dead by Daylight - Forged in Fog Chapter",6.19,11,"Behaviour Interactive Inc.","Behaviour Interactive Inc.","2022-11-22",10,1,1,"Descarga digital",0,6.95505617977528,TRUE,"Acción","Acción",TRUE,FALSE,2022,11,22
"Resident Evil Village - Expansión de los Winters",12.92,35,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2022-10-27",9,16,1,"Descarga digital",0,19.8769230769231,TRUE,"Acción","Acción",FALSE,FALSE,2022,10,27
"The Dark Pictures Anthology: The Devil in Me - Europe",28.44,29,"Supermassive Games","BANDAI NAMCO Entertainment Europe","2022-11-18",7,20,1,"Descarga digital",0,40.056338028169,FALSE,"Aventura","Aventura",FALSE,FALSE,2022,11,18
"One Piece Odyssey Deluxe Edition",43.47,49,"ILCA, Inc.","BANDAI NAMCO Entertainment","2023-01-12",7,24,1,"Descarga digital",0,85.2352941176471,FALSE,"Acción","Aventura",FALSE,FALSE,2023,1,12
"Street Fighter 6 Ultimate Edition",73.79,30,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-06-02",2,0,0,"No",0,105.414285714286,FALSE,"Acción","Aventura",FALSE,FALSE,2023,6,2
"Street Fighter 6 Deluxe Edition",57.49,32,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-06-02",0,0,0,"No",0,84.5441176470588,FALSE,"Acción","Aventura",FALSE,FALSE,2023,6,2
"Crisis Core – Final Fantasy VII - Reunion - Europe",31.19,24,"TOSE CO., LTD.","Square Enix","2022-12-13",10,20,1,"Descarga digital",0,41.0394736842105,FALSE,"Acción","RPG",FALSE,FALSE,2022,12,13
"Bendy and the Dark Revival",10.91,56,"Joey Drew Studios","Joey Drew Studios","2022-11-15",10,2,1,"Descarga digital",0,24.7954545454545,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,15
"Pathfinder: Wrath of the Righteous – Season Pass 2",24.26,16,"Owlcat Games","META Publishing","2022-10-25",10,0,1,"Descarga digital",0,28.8809523809524,TRUE,"Aventura","RPG",FALSE,TRUE,2022,10,25
"Hi-Fi RUSH",22.79,24,"Tango Gameworks","Bethesda Softworks","2023-01-25",10,7,1,"Descarga digital",0,29.9868421052632,FALSE,"Acción","Acción",FALSE,FALSE,2023,1,25
"Cities: Skylines - Content Creator Pack: Africa in Miniature",4.99,17,"Setonji ""Prince Set"" Hotonu","Paradox Interactive","2023-03-22",10,0,1,"Descarga digital",0,6.01204819277108,TRUE,"Simulación","Estrategia",FALSE,FALSE,2023,3,22
"Against the Storm",14.29,29,"Eremite Games","Hooded Horse","2022-11-01",10,0,1,"Descarga digital",0,20.1267605633803,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,11,1
"171",10.93,39,"Betagames Group","Betagames Group","2022-11-17",10,4,1,"Descarga digital",0,17.9180327868852,FALSE,"Acción","Acción",FALSE,TRUE,2022,11,17
"Tactics Ogre : Reborn",29.41,41,"Square Enix","Square Enix","2022-11-11",10,0,1,"Descarga digital",0,49.8474576271186,FALSE,"RPG","Simulación",FALSE,FALSE,2022,11,11
"Hi-Fi RUSH Deluxe Edition",28.99,28,"Tango Gameworks","Bethesda Softworks","2023-01-25",10,2,1,"Descarga digital",0,40.2638888888889,FALSE,"Acción","Acción",FALSE,FALSE,2023,1,25
"Scars Above",25.42,36,"Mad Head Games","Prime Matter","2023-02-28",8,4,1,"Descarga digital",0,39.71875,FALSE,"Acción","Aventura",FALSE,FALSE,2023,2,28
"9 Years of Shadows",10.18,49,"Halberd Studios","Freedom Games","2023-03-27",10,0,1,"Descarga digital",0,19.9607843137255,FALSE,"Acción","Aventura",FALSE,TRUE,2023,3,27
"Sonic Frontiers - Europe",36.9,38,"Sonic Team","SEGA","2022-11-08",9,12,1,"Descarga digital",0,59.5161290322581,FALSE,"Acción","Aventura",FALSE,FALSE,2022,11,8
"Warhammer 40,000: Darktide - Imperial Edition",37.37,42,"Fatshark","Fatshark","2022-11-30",6,15,1,"Descarga digital",0,64.4310344827586,FALSE,"Acción","Aventura",TRUE,TRUE,2022,11,30
"Ravenbound",21.21,29,"Systemic Reaction™","Systemic Reaction™","2023-03-30",8,0,1,"Descarga digital",0,29.8732394366197,FALSE,"Acción","Acción",FALSE,FALSE,2023,3,30
"Terraformers - Europe",13.12,34,"Asteroid Lab","IndieArk","2023-03-09",10,1,1,"Descarga digital",0,19.8787878787879,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2023,3,9
"Aquatico",10.49,53,"Digital Reef Games","Overseer Games","2023-01-12",10,1,0,"No",0,22.3191489361702,FALSE,"Simulación","Estrategia",FALSE,FALSE,2023,1,12
"Land of the Vikings - Europe",12.13,38,"Laps Games","Iceberg Interactive","2022-11-08",10,2,1,"Descarga digital",0,19.5645161290323,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2022,11,8
"Street Fighter 6",41.99,30,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2023-06-02",10,0,0,"No",0,59.9857142857143,FALSE,"Acción","Aventura",FALSE,FALSE,2023,6,2
"The Entropy Centre",10.62,58,"Stubby Games","Playstack","2022-11-03",10,5,1,"Descarga digital",0,25.2857142857143,FALSE,"Aventura","Aventura",FALSE,FALSE,2022,11,3
"Road 96: Mile 0",10.1,22,"Digixart","Digixart","2023-04-04",10,1,1,"Descarga digital",0,12.9487179487179,FALSE,"Acción","Aventura",FALSE,TRUE,2023,4,4
"Moviehouse – The Film Studio Tycoon",6.19,44,"Odyssey Studios","Assemble Entertainment","2023-04-05",2,1,1,"Descarga digital",0,11.0535714285714,FALSE,"Simulación","Estrategia",FALSE,TRUE,2023,4,5
"Hunt the Night",13.99,28,"Moonlight Games","DANGEN Entertainment","2023-04-13",10,0,1,"Descarga digital",0,19.4305555555556,FALSE,"Acción","Aventura",FALSE,TRUE,2023,4,13
"Bob Esponja: The Cosmic Shake",24.24,39,"Purple Lamp","THQ Nordic","2023-01-31",10,3,1,"Descarga digital",0,39.7377049180328,FALSE,"Acción","Acción",FALSE,FALSE,2023,1,31
"Zombie Cure Lab",10.62,58,"Thera Bytes GmbH","Aerosoft GmbH","2022-12-07",10,1,1,"Descarga digital",0,25.2857142857143,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,12,7
"Zoeti",11.99,39,"Dusklight CO., LTD.","Akupara Games","2023-04-20",7,0,1,"Descarga digital",0,19.655737704918,FALSE,"Aventura","Estrategia",FALSE,TRUE,2023,4,20
"Potion Tycoon",12.35,38,"Snowhound Games","Daedalic Entertainment","2023-03-13",5,0,1,"Descarga digital",0,19.9193548387097,FALSE,"Simulación","Estrategia",FALSE,FALSE,2023,3,13
"Deliver Us Mars",15.1,50,"KeokeN Interactive","Frontier Foundry","2023-02-02",9,6,1,"Descarga digital",0,30.2,FALSE,"Acción","Aventura",FALSE,TRUE,2023,2,2
"Company of Heroes 3 Digital Premium Edition - Europe",63.85,20,"Relic Entertainment","SEGA","2023-02-23",7,29,1,"Descarga digital",0,79.8125,FALSE,"Acción","Estrategia",FALSE,FALSE,2023,2,23
"Pathfinder: Wrath of the Righteous - The Last Sarkorians",8.75,33,"Owlcat Games","META Publishing","2023-03-07",9,0,1,"Descarga digital",0,13.0597014925373,TRUE,"Aventura","RPG",FALSE,TRUE,2023,3,7
"Beyond Contact",11.52,42,"Playcorp Studios","Deep Silver","2023-04-04",10,0,1,"Descarga digital",0,19.8620689655172,FALSE,"Acción","Aventura",FALSE,TRUE,2023,4,4
"The Walking Dead: Saints & Sinners - Chapter 2: Retribution",24.64,37,"Skydance Interactive","Skydance Interactive","2023-03-21",2,1,1,"Descarga digital",0,39.1111111111111,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,21
"Warhammer 40,000: Inquisitor - Martyr - Sororitas Class",12.26,18,"NeocoreGames","NeocoreGames","2022-11-28",7,0,1,"Descarga digital",0,14.9512195121951,TRUE,"Acción","Aventura",FALSE,TRUE,2022,11,28
"Knights of Honor II: Sovereign",26.17,42,"Black Sea Games","THQ Nordic","2022-12-06",6,8,1,"Descarga digital",0,45.1206896551724,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,12,6
"Season: A letter to the future",16.47,34,"Scavengers Studio","Scavengers Studio","2023-01-31",10,2,1,"Descarga digital",0,24.9545454545455,FALSE,"Aventura","Aventura",FALSE,TRUE,2023,1,31
"Ship of Fools",12.92,14,"Fika Productions","Team17","2022-11-22",10,0,1,"Descarga digital",0,15.0232558139535,FALSE,"Acción","Acción",FALSE,TRUE,2022,11,22
"Atomic Heart Premium Edition",81.68,18,"Mundfish","4Divinity","2023-02-20",9,42,1,"Descarga digital",0,99.609756097561,FALSE,"Acción","Aventura",FALSE,FALSE,2023,2,20
"Patch Quest - Europe",8.75,42,"Lychee Game Labs","Curve Games","2023-03-02",9,0,1,"Descarga digital",0,15.0862068965517,FALSE,"Acción","Aventura",FALSE,TRUE,2023,3,2
"Chef Life - A Restaurant Simulator",19.68,34,"Cyanide","Nacon","2023-02-23",10,3,1,"Descarga digital",0,29.8181818181818,FALSE,"Simulación","Simulación",FALSE,FALSE,2023,2,23
"The Great War: Western Front - Victory Edition",28.2,29,"Petroglyph Games","Frontier Foundry","2023-03-30",10,2,1,"Descarga digital",0,39.7183098591549,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2023,3,30
"Aces & Adventures",9.87,49,"Triple.B.Titles","Yogscast Games","2023-02-23",10,1,1,"Descarga digital",0,19.3529411764706,FALSE,"Aventura","RPG",FALSE,FALSE,2023,2,23
"Wo Long: Fallen Dynasty Digital Deluxe Edition",62.15,35,"KOEI TECMO GAMES CO., LTD.","CE-Asia(Asia)","2023-03-03",9,29,1,"Descarga digital",0,95.6153846153846,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,3
"Victoria 3 Grand Edition",52.02,35,"Paradox Development Studio","Paradox Interactive","2022-10-25",10,9,1,"Descarga digital",0,80.0307692307692,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,10,25
"Persona 3 Portable",16.55,17,"ATLUS","SEGA","2023-01-19",10,2,1,"Descarga digital",0,19.9397590361446,FALSE,"Aventura","RPG",FALSE,FALSE,2023,1,19
"Blood Bowl 3",20.62,31,"Cyanide Studio","Nacon","2023-02-23",4,8,1,"Descarga digital",0,29.8840579710145,FALSE,"Deporte","Estrategia",FALSE,FALSE,2023,2,23
"Blood Bowl 3 Brutal Edition",31.49,37,"Cyanide Studio","Nacon","2023-02-23",4,8,1,"Descarga digital",0,49.984126984127,FALSE,"Deporte","Estrategia",FALSE,FALSE,2023,2,23
"Depersonalization",9,54,"MeowNature","Gamera Games","2022-12-20",10,0,1,"Descarga digital",0,19.5652173913043,FALSE,"Aventura","RPG",FALSE,TRUE,2022,12,20
"Floodland",18.15,39,"Vile Monarch","Ravenscourt","2022-11-15",6,2,1,"Descarga digital",0,29.7540983606557,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,11,15
"Honey, I Joined a Cult",9.75,56,"Sole Survivor Games","Team17","2022-11-03",10,0,1,"Descarga digital",0,22.1590909090909,FALSE,"Simulación","Estrategia",FALSE,TRUE,2022,11,3
"Dragon Ball Z Kakarot Season Pass 2",32.7,18,"CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment Inc.","2023-01-13",10,2,1,"Descarga digital",0,39.8780487804878,TRUE,"Acción","RPG",FALSE,FALSE,2023,1,13
"Curse of the Sea Rats",11.99,40,"Petoons Studio","PQube","2023-04-06",8,0,1,"Descarga digital",0,19.9833333333333,FALSE,"Acción","Aventura",FALSE,FALSE,2023,4,6
"Cities: Skylines - 80's Downtown Beat",2.99,25,"Colossal Order Ltd.","Paradox Interactive","2022-11-15",9,0,1,"Descarga digital",0,3.98666666666667,TRUE,"Simulación","Estrategia",FALSE,FALSE,2022,11,15
