"title","price","discount","developer","publisher","release_date","valoration","reviews","stock","descarga","f2p","initial_price","DLC","genre1","genre2","multiplayer","indie","year","month","day"
"Orwell: Ignorance is Strength",1,90,"Osmotic Studios","Fellow Traveller","2018-02-22",9,1,1,"Descarga digital",0,10,FALSE,"Aventura","Simulación",FALSE,TRUE,2018,2,22
"Ape Out",3.04,79,"Matt Boch","Devolver Digital","2019-02-28",10,1,1,"Descarga digital",0,14.4761904761905,FALSE,"Acción","Acción",FALSE,TRUE,2019,2,28
"How to Survive",2.59,83,"Eko Software","505 Games","2013-10-23",8,7,1,"Descarga digital",0,15.2352941176471,FALSE,"Acción","Aventura",FALSE,FALSE,2013,10,23
"Soulcalibur VI Season Pass 2",28.09,17,"Dimps Corporation","Dimps Corporation","2019-11-26",9,3,1,"Descarga digital",0,33.8433734939759,TRUE,"Acción","Acción",FALSE,FALSE,2019,11,26
"Toren",1.26,87,"Swordtales","Versus Evil","2015-05-12",7,0,1,"Descarga digital",0,9.69230769230769,FALSE,"Aventura","Aventura",FALSE,TRUE,2015,5,12
"Star Wars Dark Forces",1.86,63,"LucasArts","Lucasfilm","1995-02-15",8,2,1,"Descarga digital",0,5.02702702702703,FALSE,"Acción","Acción",FALSE,FALSE,1995,2,15
"Shadowrun: Dragonfall (Director's Cut)",1.42,91,"Harebrained Schemes","Paradox Interactive","2014-09-18",10,1,1,"Descarga digital",0,15.7777777777778,FALSE,"Aventura","RPG",FALSE,TRUE,2014,9,18
"Prodigy Tactics",1.06,95,"Hanakai Studio","SIG Publishing","2018-09-28",10,0,1,"Descarga digital",0,21.2,FALSE,"Acción","Aventura",FALSE,FALSE,2018,9,28
"Jack Orlando: Director's Cut",1,80,"Toontraxx Studios","Topware Interactive","2012-01-26",10,0,1,"Descarga digital",0,5,FALSE,"Aventura","Aventura",FALSE,FALSE,2012,1,26
"Sanctum 2",2.53,83,"Coffee Stain Studios","Coffee Stain Publishing","2013-05-15",9,3,1,"Descarga digital",0,14.8823529411765,FALSE,"Acción","Estrategia",FALSE,TRUE,2013,5,15
"Chroma Squad",2.33,81,"Behold Studios","Behold Studios","2015-04-30",9,2,1,"Descarga digital",0,12.2631578947368,FALSE,"RPG","Estrategia",FALSE,TRUE,2015,4,30
"The Guest",1.45,85,"Team Gotham","505 Games","2016-03-10",7,1,1,"Descarga digital",0,9.66666666666667,FALSE,"Aventura","Aventura",FALSE,TRUE,2016,3,10
"Syndrome",1.25,94,"Camel 101","WhisperGames","2016-10-06",8,3,1,"Descarga digital",0,20.8333333333333,FALSE,"Acción","Aventura",FALSE,FALSE,2016,10,6
"Real Farm",1.26,94,"SOEDESCO","SOEDESCO","2017-10-20",3,5,1,"Descarga digital",0,21,FALSE,"Simulación","Simulación",FALSE,FALSE,2017,10,20
".hack//G.U. Last Recode",9.31,81,"CyberConnect2","BANDAI NAMCO Entertainment","2017-11-03",10,5,1,"Descarga digital",0,49,FALSE,"RPG","RPG",FALSE,FALSE,2017,11,3
"Cook, Serve, Delicious! 2!!",1.21,91,"Vertigo Gaming Inc.","Vertigo Gaming Inc.","2017-09-14",6,2,1,"Descarga digital",0,13.4444444444444,FALSE,"Acción","Simulación",FALSE,TRUE,2017,9,14
"Two Worlds II - Call of the Tenebrae",1.46,85,"Reality Pump Studios","ACE","2017-06-15",0,1,1,"Descarga digital",0,9.73333333333333,TRUE,"Acción","Aventura",FALSE,TRUE,2017,6,15
"Crusader Kings II: The Old Gods - Europe",1,93,"Paradox Development Studio","Paradox Interactive","2013-05-28",10,6,1,"Descarga digital",0,14.2857142857143,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2013,5,28
"Hunted: The Demon’s Forge",2.29,54,"inXile Entertainment","Bethesda Softworks","2011-06-03",7,1,0,"No",0,4.97826086956522,FALSE,"Acción","Aventura",TRUE,FALSE,2011,6,3
"Farm Expert 2017",1.17,94,"Silden","SIG Publishing","2016-09-01",4,6,1,"Descarga digital",0,19.5,FALSE,"Simulación","Simulación",FALSE,TRUE,2016,9,1
"Amnesia: Memories",1.64,80,"Design Factory","Idea Factory International","2015-08-25",7,0,1,"Descarga digital",0,8.2,FALSE,"Aventura","Aventura",FALSE,FALSE,2015,8,25
"Zombie Night Terror",1.57,88,"NoClip","Good Shepherd Entertainment","2016-07-20",8,1,1,"Descarga digital",0,13.0833333333333,FALSE,"Acción","Estrategia",FALSE,TRUE,2016,7,20
"Fallen Enchantress: Legendary Heroes",2.46,92,"Stardock Entertainment","Stardock Entertainment","2013-05-22",7,3,1,"Descarga digital",0,30.75,FALSE,"RPG","Estrategia",FALSE,TRUE,2013,5,22
"Dungeon Souls",1.73,84,"Lamina Studios","Lamina Studios","2016-12-02",9,1,1,"Descarga digital",0,10.8125,FALSE,"Acción","Aventura",FALSE,TRUE,2016,12,2
"Yesterday Origins",1,93,"Pendulo Studios","Microids","2016-11-10",9,7,1,"Descarga digital",0,14.2857142857143,FALSE,"Aventura","Aventura",FALSE,FALSE,2016,11,10
"Hover: Revolt Of Gamers",1.66,92,"Fusty Game","Dear Villagers","2017-05-31",8,4,1,"Descarga digital",0,20.75,FALSE,"Acción","Aventura",FALSE,FALSE,2017,5,31
"The Interactive Adventures of Dog Mendonça & Pizzaboy",1.31,91,"OKAM Studio","Ravenscourt","2016-03-03",8,0,0,"No",0,14.5555555555556,FALSE,"Aventura","Aventura",FALSE,FALSE,2016,3,3
"Lichdom: Battlemage",2.31,72,"Xaviant","Xaviant Games","2014-08-26",6,6,1,"Descarga digital",0,8.25,FALSE,"Acción","RPG",FALSE,TRUE,2014,8,26
"Arma 3: Anniversary Edition - Europe",26.44,56,"Bohemia Interactive","Bohemia Interactive","2013-09-12",10,370,1,"Descarga digital",0,60.0909090909091,FALSE,"Acción","Simulación",FALSE,FALSE,2013,9,12
"Saga of Sins",4.95,67,"Bonus Level Entertainment","Just For Games","2023-03-30",10,0,1,"Descarga digital",0,15,FALSE,"Acción","Aventura",FALSE,FALSE,2023,3,30
"Easy Red 2",5.72,36,"Marco Amadei","Corvostudio di Amadei Marco","2020-11-10",0,0,1,"Descarga digital",0,8.9375,FALSE,"Acción","Simulación",FALSE,TRUE,2020,11,10
"Nobody - The Turnaround",20.97,14,"U.Ground Game Studio","Thermite Games","2022-11-17",10,2,1,"Descarga digital",0,24.3837209302326,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,11,17
"Necromunda: Underhive Wars - Cawdor Gang",2.57,48,"Rogue Factor","Focus Entertainment","2021-02-16",10,0,1,"Descarga digital",0,4.94230769230769,TRUE,"Acción","Estrategia",FALSE,FALSE,2021,2,16
"XCOM 2 Resistance Warrior Pack - Europe",1,80,"Feral Interactive (Linux)","Feral Interactive (Linux)","2016-11-22",8,0,1,"Descarga digital",0,5,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2016,11,22
"Devil May Cry 5 - Personaje jugable: Vergil",2.74,45,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.","2020-12-15",10,0,1,"Descarga digital",0,4.98181818181818,TRUE,"Acción","Acción",FALSE,FALSE,2020,12,15
"Train Simulator: Great Eastern Main Line London-Ipswich Route",6.73,66,"Dovetail Games","Dovetail Games - Trains","2013-08-23",2,0,1,"Descarga digital",0,19.7941176470588,TRUE,"Simulación","Simulación",FALSE,FALSE,2013,8,23
"Pathfinder: Wrath of the Righteous – The Treasure of the Midnight Isles",6.42,51,"Owlcat Games","META Publishing","2022-08-30",8,0,1,"Descarga digital",0,13.1020408163265,TRUE,"Aventura","RPG",FALSE,TRUE,2022,8,30
"Truck Mechanic Simulator 2015",1.2,88,"PlayWay SA","PlayWay SA","2015-05-01",7,6,1,"Descarga digital",0,10,FALSE,"Simulación","Simulación",FALSE,FALSE,2015,5,1
"Orcs Must Die! - Lost Adventures",1,67,"Robot Entertainment","Robot Entertainment","2011-11-08",10,0,1,"Descarga digital",0,3.03030303030303,TRUE,"Acción","Estrategia",FALSE,TRUE,2011,11,8
"SBK 22",29.77,26,"Milestone S.r.l.","Milestone S.r.l.","2022-09-15",6,2,1,"Descarga digital",0,40.2297297297297,FALSE,"Carreras","Simulación",FALSE,FALSE,2022,9,15
"XCOM 2 Reinforcement Pack - Europe",2.84,86,"Feral Interactive (Linux)","Feral Interactive (Linux)","2016-02-05",9,5,1,"Descarga digital",0,20.2857142857143,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2016,2,5
"City of Gangsters: Shadow Government",2,74,"SomaSim","Kasedo Games","2022-06-15",9,0,1,"Descarga digital",0,7.69230769230769,TRUE,"Estrategia","Simulación",FALSE,FALSE,2022,6,15
"Deliver Us Mars: Deluxe Edition",23.54,33,"KeokeN Interactive","Frontier Foundry","2023-02-02",9,6,1,"Descarga digital",0,35.134328358209,FALSE,"Acción","Aventura",FALSE,TRUE,2023,2,2
"Terra Invicta",33.05,17,"Pavonis Interactive","Hooded Horse","2022-09-26",2,0,1,"Descarga digital",0,39.8192771084337,FALSE,"Simulación","Estrategia",FALSE,FALSE,2022,9,26
"Azur Lane Crosswave - Operation EXP Boost",0.9,37,"FELISTELLA","Idea Factory International","2020-02-13",9,0,1,"Descarga digital",0,1.42857142857143,TRUE,"Acción","Aventura",FALSE,FALSE,2020,2,13
"Pathfinder: Wrath of the Righteous - Through the Ashes",4.37,66,"Owlcat Games","META Publishing","2022-04-21",2,0,1,"Descarga digital",0,12.8529411764706,TRUE,"Aventura","RPG",FALSE,TRUE,2022,4,21
"Moto Racer 4",1.3,91,"Artefacts Studio","Microids","2016-11-03",3,13,0,"No",0,14.4444444444444,FALSE,"Carreras","Carreras",FALSE,FALSE,2016,11,3
"Wurm Unlimited - Europe",2.48,91,"Code Club AB","Plug In Digital","2015-10-21",5,2,1,"Descarga digital",0,27.5555555555556,FALSE,"Aventura","RPG",FALSE,TRUE,2015,10,21
"Dark Deity",1.74,93,"Sword & Axe LLC","Freedom Games","2021-06-16",2,0,1,"Descarga digital",0,24.8571428571429,FALSE,"Aventura","RPG",FALSE,TRUE,2021,6,16
"Back 4 Blood - Expansion 1: Tunnels of Terror - Europe",5,67,"Turtle Rock Studios","Warner Bros. Games","2022-04-12",10,0,1,"Descarga digital",0,15.1515151515152,TRUE,"Acción","Acción",FALSE,FALSE,2022,4,12
"The Park",3.84,70,"Funcom","Funcom","2015-10-27",7,7,1,"Descarga digital",0,12.8,FALSE,"Aventura","Aventura",FALSE,FALSE,2015,10,27
"Train Sim World 2: Tees Valley Line: Darlington – Saltburn-by-the-Sea Route",7.68,74,"Dovetail Games","Dovetail Games - TSW","2020-09-10",10,0,0,"No",0,29.5384615384615,TRUE,"Simulación","Simulación",FALSE,FALSE,2020,9,10
"Borderlands GOTY Edition - Europe",8.87,70,"Gearbox Software","2K","2010-10-08",10,93,1,"Descarga digital",0,29.5666666666667,FALSE,"Acción","RPG",FALSE,FALSE,2010,10,8
"Skyhill",1.6,84,"Mandragora","Daedalic Entertainment","2015-10-06",9,4,1,"Descarga digital",0,10,FALSE,"Aventura","Simulación",FALSE,TRUE,2015,10,6
"Disgaea 6 Complete",39.06,35,"Nippon Ichi Software, Inc.","NIS America, Inc.","2022-06-28",9,0,1,"Descarga digital",0,60.0923076923077,FALSE,"RPG","Estrategia",FALSE,FALSE,2022,6,28
"Rolling Line",7.27,57,"Gaugepunk Games","Gaugepunk Games","2018-04-27",10,1,1,"Descarga digital",0,16.906976744186,FALSE,"Simulación","Simulación",FALSE,TRUE,2018,4,27
"Blood Bowl: Chaos Edition",1.13,92,"Cyanide Studios","Cyanide Studios","2012-10-11",10,5,1,"Descarga digital",0,14.125,FALSE,"Deporte","Estrategia",FALSE,FALSE,2012,10,11
"The King's Bird",1.93,89,"Serenity Forge","Graffiti Games","2018-08-23",10,0,1,"Descarga digital",0,17.5454545454545,FALSE,"Acción","Acción",FALSE,TRUE,2018,8,23
"Tokyo Xanadu eX+",3.97,93,"Nihon Falcom","Aksys Games","2017-12-08",10,1,1,"Descarga digital",0,56.7142857142857,FALSE,"RPG","RPG",FALSE,FALSE,2017,12,8
"Bounty Train",1,90,"Corbie Games","Daedalic Entertainment","2017-05-16",1,1,1,"Descarga digital",0,10,FALSE,"Simulación","Estrategia",FALSE,TRUE,2017,5,16
"Anna's Quest",1,95,"Daedalic Entertainment","Daedalic Entertainment","2015-07-02",10,8,1,"Descarga digital",0,20,FALSE,"Aventura","Aventura",FALSE,TRUE,2015,7,2
"Pillars of Eternity : Champion Edition",5.72,80,"Obsidian Entertainment","Paradox Interactive","2015-03-26",10,85,1,"Descarga digital",0,28.6,FALSE,"RPG","RPG",FALSE,FALSE,2015,3,26
"Deep Rock Galactic - MegaCorp Pack",5.32,33,"Ghost Ship Games","Coffee Stain Publishing","2020-05-13",10,0,1,"Descarga digital",0,7.94029850746269,TRUE,"Acción","Acción",FALSE,FALSE,2020,5,13
"Battlestar Galactica Deadlock: Resurrection",5.05,60,"Black Lab Games","Slitherine Ltd.","2019-08-29",10,0,1,"Descarga digital",0,12.625,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2019,8,29
"Black The Fall",3.18,79,"Sand Sailor Studio","Square Enix","2017-07-11",10,0,1,"Descarga digital",0,15.1428571428571,FALSE,"Acción","Aventura",FALSE,TRUE,2017,7,11
"City of Gangsters: Atlantic City",3.55,40,"SomaSim","Kasedo Games","2021-11-18",2,0,1,"Descarga digital",0,5.91666666666667,TRUE,"Simulación","Estrategia",FALSE,FALSE,2021,11,18
"Adom (Ancient Domains Of Mystery)",1,93,"Zeno Rogue","Assemble Entertainment","2015-11-16",2,0,1,"Descarga digital",0,14.2857142857143,FALSE,"Aventura","RPG",FALSE,TRUE,2015,11,16
"After the Fall",17.27,42,"Vertigo Games","Vertigo Games","2021-12-09",10,0,1,"Descarga digital",0,29.7758620689655,FALSE,"Acción","Aventura",FALSE,FALSE,2021,12,9
"Cosmonautica",1.17,88,"Chasing Carrots","Chasing Carrots","2015-07-31",1,1,1,"Descarga digital",0,9.75,FALSE,"Aventura","Simulación",FALSE,TRUE,2015,7,31
"Gladiator Guild Manager",7.17,20,"Entertainment Forge","UpgradePoint","2021-10-13",9,0,1,"Descarga digital",0,8.9625,FALSE,"Simulación","Estrategia",FALSE,TRUE,2021,10,13
"Accident",4.53,64,"Duality Games","Duality Games","2021-09-21",10,0,1,"Descarga digital",0,12.5833333333333,FALSE,"Simulación","Simulación",FALSE,TRUE,2021,9,21
"NASCAR Heat 3",2.06,79,"Monster Games","704 Games Company","2018-09-07",8,0,1,"Descarga digital",0,9.80952380952381,FALSE,"Carreras","Carreras",FALSE,FALSE,2018,9,7
"NASCAR Heat 2",1.86,85,"Monster Games","704 Games Company","2017-09-12",7,0,1,"Descarga digital",0,12.4,FALSE,"Carreras","Carreras",FALSE,FALSE,2017,9,12
"Pathfinder: Wrath of the Righteous Commander Pack",7.27,64,"Owlcat Games","META Publishing","2021-09-02",10,0,1,"Descarga digital",0,20.1944444444444,TRUE,"RPG","RPG",FALSE,FALSE,2021,9,2
"Deathloop - Deluxe Edition",22.27,72,"Arkane Studios","Bethesda Softworks","2021-09-14",8,31,1,"Descarga digital",0,79.5357142857143,FALSE,"Acción","Acción",FALSE,FALSE,2021,9,14
"Destiny 2: The Witch Queen Deluxe + Bungie 30th Anniversary Bundle",52.19,48,"Bungie","Bungie","2022-02-22",9,55,1,"Descarga digital",0,100.365384615385,TRUE,"Acción","Aventura",FALSE,FALSE,2022,2,22
"Bravely Default II",23.96,60,"Claytechworks","Square Enix","2021-09-02",10,1,1,"Descarga digital",0,59.9,FALSE,"Aventura","RPG",FALSE,FALSE,2021,9,2
"Dragon Ball Z: Kakarot -Trunks - The Warrior of Hope",16.99,15,"CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment","2021-06-11",10,0,1,"Descarga digital",0,19.9882352941176,TRUE,"Acción","RPG",FALSE,FALSE,2021,6,11
"Song of Farca",3.26,83,"Wooden Monkeys","East2West Games","2021-07-22",9,0,1,"Descarga digital",0,19.1764705882353,FALSE,"Aventura","Simulación",FALSE,TRUE,2021,7,22
"Warhammer 40,000: Gladius - Lord of Skulls",1.17,51,"Proxy Studios","Proxy Studios","2020-11-12",10,0,1,"Descarga digital",0,2.38775510204082,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2020,11,12
"Dying Light - Savvy Gamer Bundle",2.19,27,"Techland","Techland","2021-06-24",10,0,1,"Descarga digital",0,3,TRUE,"Acción","RPG",FALSE,FALSE,2021,6,24
"Comanche 4",1.61,84,"NovaLogic","NovaLogic","2001-11-15",10,1,1,"Descarga digital",0,10.0625,FALSE,"Acción","Simulación",FALSE,FALSE,2001,11,15
"Avorion",18.31,27,"Boxelware","Boxelware","2020-03-09",10,1,1,"Descarga digital",0,25.0821917808219,FALSE,"Acción","Simulación",FALSE,TRUE,2020,3,9
"The Darkside Detective: A Fumble in the Dark",3.9,74,"Spooky Doorway","Akupara Games","2021-04-15",10,1,1,"Descarga digital",0,15,FALSE,"Aventura","Aventura",FALSE,TRUE,2021,4,15
"Machinika Museum",2.24,72,"Littlefield Studio","PID Games","2021-03-23",7,1,1,"Descarga digital",0,8,FALSE,"Aventura","Aventura",FALSE,TRUE,2021,3,23
"Middle-Earth: Shadow of War -The Desolation of Mordor",3,85,"Monolith Productions, Inc.","Monolith Productions, Inc.","2018-05-08",10,1,1,"Descarga digital",0,20,TRUE,"Acción","Aventura",FALSE,FALSE,2018,5,8
"Dying Light - Classified Operation Bundle",1,67,"Techland","Techland Publishing","2020-12-03",9,0,1,"Descarga digital",0,3.03030303030303,TRUE,"Acción","RPG",FALSE,FALSE,2020,12,3
"Bocce VR Simulator",1,75,"ROOM505","Source Byte Sp. z o.o.","2020-09-19",7,0,1,"Descarga digital",0,4,FALSE,"Acción","Simulación",FALSE,TRUE,2020,9,19
"Farming Simulator 19 Season Pass",16.47,45,"Giants Software","Giants Software","2020-11-12",10,0,1,"Descarga digital",0,29.9454545454545,TRUE,"Simulación","Simulación",FALSE,FALSE,2020,11,12
"God's Trigger O.M.G. Edition - Europe",2.46,84,"One More Level","Techland Publishing","2019-04-18",10,1,1,"Descarga digital",0,15.375,FALSE,"Acción","Acción",FALSE,TRUE,2019,4,18
"Everybody's Gone to the Rapture",4.31,78,"The Chinese Room","PlayStation PC LLC","2016-04-14",8,2,1,"Descarga digital",0,19.5909090909091,FALSE,"Aventura","Aventura",FALSE,TRUE,2016,4,14
"Civilization VI - Ethiopia Pack - Europe",3.32,94,"Aspyr (Linux)","Aspyr (Linux)","2016-10-21",9,0,0,"No",0,55.3333333333333,TRUE,"Estrategia","Estrategia",FALSE,FALSE,2016,10,21
"Space Engineers Deluxe Upgrade",4.86,26,"Keen Software House","Keen Software House","2016-12-22",6,0,1,"Descarga digital",0,6.56756756756757,TRUE,"Acción","Simulación",FALSE,TRUE,2016,12,22
"Frostpunk: On The Edge",2.42,81,"11 bit studios","11 bit studios","2020-08-20",9,0,1,"Descarga digital",0,12.7368421052632,TRUE,"Simulación","Estrategia",FALSE,FALSE,2020,8,20
"Battletech Heavy Metal",5.32,73,"Harebrained Schemes","Paradox Interactive","2019-11-21",7,0,1,"Descarga digital",0,19.7037037037037,TRUE,"Acción","Aventura",FALSE,FALSE,2019,11,21
"Europa Universalis IV: National Monuments II",1,50,"Paradox Development Studio","Paradox Interactive","2013-09-24",8,0,1,"Descarga digital",0,2,TRUE,"Simulación","Estrategia",FALSE,FALSE,2013,9,24
"Cossacks 3 Gold Edition",6.99,65,"GSC Game World","GSC Game World","2016-09-20",9,32,1,"Descarga digital",0,19.9714285714286,FALSE,"Acción","Aventura",FALSE,FALSE,2016,9,20
"Scarlet Nexus",11.75,76,"BANDAI NAMCO Studios Inc.","BANDAI NAMCO Entertainment","2021-06-25",10,6,1,"Descarga digital",0,48.9583333333333,FALSE,"Acción","Aventura",FALSE,FALSE,2021,6,25
"Cities: Skylines - Campus Rock Radio",1,75,"Colossal Order Ltd.","Colossal Order Ltd.","2019-05-21",10,1,1,"Descarga digital",0,4,TRUE,"Simulación","Estrategia",FALSE,FALSE,2019,5,21
"XCOM 2: Digital Deluxe Edition",7.25,85,"Feral Interactive (Linux)","Feral Interactive (Linux)","2016-02-05",10,135,0,"No",0,48.3333333333333,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2016,2,5
"Pro Cycling Manager 2020",2.67,87,"Cyanide Studio","Nacon","2020-06-04",9,6,1,"Descarga digital",0,20.5384615384615,FALSE,"Simulación","Deporte",FALSE,FALSE,2020,6,4
"Warhammer 40,000: Dakka Squadron - Flyboyz Edition",4.65,72,"Phosphor Game Studios","Phosphor Game Studios","2021-02-19",10,0,1,"Descarga digital",0,16.6071428571429,FALSE,"Acción","Acción",FALSE,FALSE,2021,2,19
"A-Tech Cybernetic VR",2.8,78,"XREAL Games","XREAL Games","2020-03-28",1,1,1,"Descarga digital",0,12.7272727272727,FALSE,"Acción","Acción",FALSE,TRUE,2020,3,28
"Sayonara Wild Hearts",4.86,60,"Simogo","Annapurna Interactive","2019-12-12",10,0,1,"Descarga digital",0,12.15,FALSE,"Acción","Acción",FALSE,FALSE,2019,12,12
"Strange Brigade - Season Pass",3.95,89,"Rebellion","Rebellion","2018-08-28",10,1,1,"Descarga digital",0,35.9090909090909,TRUE,"Acción","Aventura",FALSE,FALSE,2018,8,28
"Black Mirror I",1.18,88,"Unknown Identity","THQ Nordic","2003-10-17",9,1,1,"Descarga digital",0,9.83333333333333,FALSE,"Aventura","Aventura",FALSE,FALSE,2003,10,17
"Warhammer 40,000: Dawn of War - Dark Crusade",5.59,57,"Relic Entertainment","SEGA","2006-10-09",9,1,1,"Descarga digital",0,13,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2006,10,9
"Aces of the Luftwaffe - Squadron",1.88,90,"HandyGames","HandyGames","2018-07-24",10,0,1,"Descarga digital",0,18.8,FALSE,"Acción","Acción",FALSE,TRUE,2018,7,24
"Empyrion: Galactic Survival",18.3,8,"Eleon Game Studios","Eleon Game Studios","2020-08-05",10,11,1,"Descarga digital",0,19.8913043478261,FALSE,"Aventura","Simulación",FALSE,TRUE,2020,8,5
"Close Combat: The Bloody First",9.91,73,"Slitherine Ltd.","Slitherine Ltd.","2019-10-03",7,0,1,"Descarga digital",0,36.7037037037037,FALSE,"Simulación","Estrategia",FALSE,FALSE,2019,10,3
"Bus Mechanic Simulator",5.34,79,"Darius Bode","Aerosoft GmbH","2020-05-14",8,2,1,"Descarga digital",0,25.4285714285714,FALSE,"Simulación","Simulación",FALSE,TRUE,2020,5,14
"Men of War: Assault Squad 2 - Cold War",1.96,90,"Digitalmindsoft","Fulqrum Publishing","2019-09-12",1,2,1,"Descarga digital",0,19.6,TRUE,"Acción","Simulación",FALSE,FALSE,2019,9,12
"DUCATI - 90th Anniversary",1.33,87,"Milestone S.r.l.","Milestone S.r.l.","2016-06-09",10,1,1,"Descarga digital",0,10.2307692307692,FALSE,"Carreras","Simulación",FALSE,FALSE,2016,6,9
"Football Manager 2020 - Europe",15.15,72,"Sports Interactive","SEGA","2019-11-19",9,64,1,"Descarga digital",0,54.1071428571429,FALSE,"Simulación","Deporte",FALSE,FALSE,2019,11,19
"Comanche",8.83,56,"Ashborne Games","THQ Nordic","2021-08-26",5,0,1,"Descarga digital",0,20.0681818181818,FALSE,"Acción","Simulación",FALSE,FALSE,2021,8,26
"Praetorians - HD Remaster",9.3,53,"Torus Games","Kalypso Media","2020-01-24",7,3,1,"Descarga digital",0,19.7872340425532,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2020,1,24
"Telling Lies",3.69,81,"Furious Bee Limited","Annapurna Interactive","2019-08-23",9,0,1,"Descarga digital",0,19.4210526315789,FALSE,"Aventura","Simulación",FALSE,TRUE,2019,8,23
"Flockers",1.2,88,"Team17 Digital Ltd","Team17 Digital Ltd","2014-09-19",8,2,1,"Descarga digital",0,10,FALSE,"Acción","Estrategia",FALSE,TRUE,2014,9,19
"Saints Row IV: Gat out of Hell - Europe",4.66,69,"High Voltage Software","Deep Silver","2015-01-22",9,18,1,"Descarga digital",0,15.0322580645161,FALSE,"Acción","Acción",FALSE,FALSE,2015,1,22
"Puzzle Agent 2",1,75,"Telltale","Telltale","2011-06-30",10,0,1,"Descarga digital",0,4,FALSE,"Acción","Aventura",FALSE,FALSE,2011,6,30
"Planetbase",8.12,35,"Madruga Works","Madruga Works","2015-10-16",4,0,1,"Descarga digital",0,12.4923076923077,FALSE,"Simulación","Estrategia",FALSE,TRUE,2015,10,16
"Oh...Sir!! The Insult Simulator",1,50,"Vile Monarch","Good Shepherd Entertainment","2016-10-25",9,0,1,"Descarga digital",0,2,FALSE,"Simulación","Simulación",FALSE,TRUE,2016,10,25
"Earth 2150 Trilogy",1,86,"Reality Pump Studios","ACE","2000-05-20",8,0,1,"Descarga digital",0,7.14285714285714,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2000,5,20
"Bomber Crew: USAAF",2.66,67,"Runner Duck","Curve Games","2018-10-23",9,0,1,"Descarga digital",0,8.06060606060606,TRUE,"Simulación","Estrategia",FALSE,FALSE,2018,10,23
"X3: Terran Conflict",3.13,80,"Egosoft","Egosoft","2008-10-16",10,0,1,"Descarga digital",0,15.65,FALSE,"Acción","Simulación",FALSE,FALSE,2008,10,16
"White Day: A Labyrinth Named School",3.6,87,"SONNORI Corp","PQube","2017-08-22",10,1,1,"Descarga digital",0,27.6923076923077,FALSE,"Acción","Aventura",FALSE,TRUE,2017,8,22
"Company of Heroes 2: Ardennes Assault",5.2,74,"Feral Interactive (Linux)","Feral Interactive (Linux)","2014-11-17",10,14,1,"Descarga digital",0,20,FALSE,"Estrategia","Estrategia",FALSE,FALSE,2014,11,17
"Rise of Insanity",2.5,75,"Red Limb Studio","Red Limb Studio","2018-03-01",9,0,1,"Descarga digital",0,10,FALSE,"Aventura","Simulación",FALSE,TRUE,2018,3,1
"BattleTech: Urban Warfare",1.64,92,"Harebrained Schemes","Paradox Interactive","2019-06-04",8,0,1,"Descarga digital",0,20.5,TRUE,"Acción","Aventura",FALSE,FALSE,2019,6,4
"Nippon Marathon",3.85,70,"Onion Soup Interactive","PQube","2018-12-17",9,2,1,"Descarga digital",0,12.8333333333333,FALSE,"Carreras","Deporte",FALSE,TRUE,2018,12,17
"Paradigm",1,93,"Jacob Janerka","Jacob Janerka","2017-04-05",9,0,1,"Descarga digital",0,14.2857142857143,FALSE,"Aventura","Aventura",FALSE,TRUE,2017,4,5
"Beyond Blue",15.16,10,"E-Line Media","E-Line Media","2020-06-11",10,4,1,"Descarga digital",0,16.8444444444444,FALSE,"Aventura","Simulación",FALSE,TRUE,2020,6,11
"LA Cops",1,80,"Modern Dream","Team17 Digital Ltd","2015-03-13",10,0,1,"Descarga digital",0,5,FALSE,"Acción","Aventura",FALSE,TRUE,2015,3,13
"International Snooker",2.41,52,"Big Head Games Ltd","Big Head Games Ltd","2013-01-11",10,0,1,"Descarga digital",0,5.02083333333333,FALSE,"Deporte","Deporte",FALSE,FALSE,2013,1,11
"Tropico 4",1.49,90,"Haemimont Games","Kalypso Media Digital","2011-10-01",8,14,1,"Descarga digital",0,14.9,FALSE,"Simulación","Estrategia",FALSE,FALSE,2011,10,1
"Homebrew Patent Unkown",1,92,"Copybugpaste","Copybugpaste","2014-11-15",8,0,1,"Descarga digital",0,12.5,FALSE,"Acción","Carreras",FALSE,TRUE,2014,11,15
"Call of Juarez",2.65,73,"Techland","Techland Publishing","2007-06-12",4,0,1,"Descarga digital",0,9.81481481481481,FALSE,"Acción","Acción",FALSE,FALSE,2007,6,12
"Tales of the Neon Sea",1.61,88,"YiTi Games","Thermite Games","2019-04-30",7,0,1,"Descarga digital",0,13.4166666666667,FALSE,"Aventura","Aventura",FALSE,TRUE,2019,4,30
